Report.ID,Event.ID,Anonymous.at.point.of.interview,Location,Year,Year.for.analysis,EncounterMonthNumeric,TimeSI,Report.Year.for.analysis,BSSTranslated,AllDistNADpriority,Duration,SeenLengthSI,Handedness
5032,E4484,N,Shore,1940,1940,4,12,1940,NA,NA,NA,NA,1st
5033,E4485,Y,NK,1940,1940,5,NA,1940,NA,NA,10,NA,2nd
5034,E4486,Y,NK,1940,1940,7,NA,1940,NA,NA,NA,NA,2nd
5035,E4487,N,NK,1934,1934,7,18.5,1942,NA,NA,NA,NA,1st
5055,E4501,N,Shore,1933,1933,8,21.25,1933,NA,182.88,4.5,15.24,1st
5070,E4516,N,NK,1933,1933,1,NA,1933,NA,NA,NA,NA,2nd
5073,E4519,Y,Shore,1934,1934,1,NA,1934,NA,NA,NA,NA,2nd
5095,E4541,N,Boat,1934,1934,6,NA,1934,NA,NA,NA,NA,2nd
5097,E4543,N,NK,1934,1934,6,NA,1934,NA,1609.344,15,NA,2nd
5098,E4544,N,Shore,1934,1934,6,NA,1934,NA,NA,3,NA,2nd
5099,E4545,N,NK,1934,1934,6,NA,1934,NA,804.672,25,NA,1st
5100,E4546,N,NK,1934,1934,8,NA,1934,NA,NA,NA,NA,2nd
5101,E4547,N,NK,1934,1934,8,NA,1934,NA,10.668,NA,NA,2nd
5103,E4549,N,Shore,1934?,1934,NA,NA,1934,NA,NA,NA,NA,2nd
5104,E4550,Y,NK,1934,1934,8,NA,1934,NA,NA,NA,NA,2nd
5105,E4551,N,Boat,1934,1934,9,5.5,1934,NA,NA,1,NA,1st
5106,E4552,Y,NK,1906,1906,NA,NA,1935,NA,NA,NA,NA,1st
5108,E4553,N,Shore,1935,1935,6,NA,1935,NA,91.44,NA,NA,2nd
5109,E4554,N,Shore,1935,1935,6,NA,1935,1,NA,NA,NA,1st
5109,E4555,N,Shore,1935,1935,6,NA,1935,1,NA,NA,NA,2nd
5109,E4556,Y,Shore,1935,1935,6,NA,1935,1,NA,NA,NA,2nd
5110,E4557,N,Shore,1935,1935,7,NA,1935,NA,1207.008,NA,NA,1st
5111,E4558 couldbe same as E4556,Y,NK,1935,1935,7,NA,1935,NA,1207.008,7.5,NA,1st
5112,E4559,N,Shore,1935,1935,7,NA,1935,NA,NA,NA,NA,2nd
5114,E4560,N,Shore,1936,1936,7,NA,1936,NA,NA,NA,NA,2nd
5115,E4561,N,Shore,1936,1936,7,NA,1936,NA,NA,NA,NA,2nd
5116,E4562,N,Shore,1936,1936,8,19,1936,NA,NA,10,NA,2nd
5121,E4564.1,N,Shore,1937,1937,6,NA,1936,NA,NA,NA,NA,2nd
5122,E4564,N,Shore,1937,1937,6,NA,1937,NA,NA,NA,NA,2nd
5124,E4565,N,Shore,1937,1937,7,NA,1937,NA,NA,NA,NA,1st
5125,E4566,N,Shore,1937,1937,8,13.5,1937,NA,91.44,0.25,4.572,1st
5126,E4567,N,Shore,1937?,1937,8,20,1937,NA,NA,NA,NA,1st
5129,E4570,N,Shore,1938,1938,7,NA,1938,NA,NA,NA,NA,2nd
5132,E4571,N,Aerial,1938,1938,8,NA,1938,NA,NA,NA,NA,2nd
5133,E4572,N,Shore,1938,1938,9,NA,1938,NA,10.668,NA,NA,2nd
5134,E4573,N,Shore,1938,1938,9,2.5,1938,NA,12.192,NA,NA,1st
5135,E4574,N,Shore,1939,1939,9,NA,1939,NA,54.864,NA,NA,1st
5136,E4575,N,Boat,1939,1939,9,NA,1939,NA,NA,NA,NA,2nd
5137,E4576,N,Shore,1947,1947,5,NA,1947,NA,NA,NA,6.096,2nd
5138,E4577,N,Shore,1947,1947,5,NA,1947,NA,NA,NA,NA,1st
5139,E4578,N,Shore,1947,1947,5,NA,1947,NA,NA,NA,NA,1st
5140,E4579,N,Shore,1947,1947,8,12.5,1947,NA,NA,30,NA,2nd
5142,E4581,N,Shore,1948,1948,6,NA,1948,NA,NA,NA,NA,1st
5146,E4585,N,NK,1948,1948,6,NA,1948,NA,NA,10,NA,1st
5147,E4586,N,Shore,1948,1948,7,NA,1948,0,NA,NA,NA,2nd
5148,E4587,N,Shore,1948,1948,12,NA,1948,0,NA,NA,NA,2nd
5150,E4588,N,Shore,1950,1950,5,NA,1950,NA,NA,NA,NA,2nd
5152,E4589,N,Shore,1950,1950,7,NA,1950,NA,NA,NA,NA,2nd
5158,E4590,N,NK,1951,1951,9,NA,1951,NA,NA,5,NA,2nd
5159,E4591,N,Shore,1952,1952,4,10.75,1952,NA,NA,10,NA,2nd
5160,E4592,N,NK,1953,1953,12,NA,1953,NA,NA,NA,NA,2nd
5161,E4593,N,NK,1954,1954,8,NA,1954,NA,NA,NA,NA,1st
5162,E4594,N,NK,1954,1954,8,NA,1954,NA,NA,NA,NA,1st
5164,E4596,N,Shore,Before 1948?,1947,NA,NA,1958,NA,NA,NA,NA,1st
5165,E4597,N,Shore,1948,1948,NA,NA,1958,NA,NA,NA,NA,1st
5166,E4598,N,Shore,1959,1959,2,NA,1959,NA,3.6576,NA,NA,2nd
5170,E4599,N,NK,1961,1961,8,NA,1961,NA,NA,NA,NA,2nd
5171,E4600,N,Shore,1963,1963,8,NA,1963,0,NA,NA,NA,1st
5172,E4601,Y,NK,1964,1964,1,NA,1964,NA,NA,NA,NA,2nd
5173,E4602,N,Shore,1965,1965,7,NA,1965,NA,NA,NA,NA,2nd
5178,E4603,N,Boat,1935,1935,NA,NA,1969,NA,NA,10,NA,1st
5180,E4604,N,Boat,1969,1969,9,NA,1969,NA,91.44,NA,NA,1st
5181,E4605,N,NK,1971,1971,7,NA,1971,NA,NA,NA,NA,1st
5184,E4606,N,Boat,1975,1975,7,14.33,1975,NA,2414.016,0.083333333,NA,1st
5185,E4607,Y,Shore,1975,1975,7,14,1975,NA,NA,NA,NA,1st
5187,E4608,N,Shore,1950,1950,7,NA,1950,NA,18.288,NA,NA,1st
5188,E4609,N,Shore,1978,1978,6,12.5,1978,NA,NA,NA,NA,2nd
5189,E4610,N,NK,1978,1978,8,NA,1978,NA,NA,NA,NA,2nd
5190,E4611,N,Shore,1980,1980,12,NA,1980,NA,NA,NA,NA,1st
5191,E4612,N,NK,1983,1983,8,20.27,1983,NA,NA,NA,NA,1st
5193,E4612.1,Y,Shore,1984,1984,1,NA,1984,NA,1207.008,NA,NA,1st
5198,E4615,N,Boat,1989,1989,5,11.5,1989,NA,NA,NA,NA,2nd
5199,E4616,N,Shore,1989,1989,9,14,1989,NA,NA,NA,6.096,1st
5201,E4617,N,Shore,1992,1992,12,NA,1992,NA,NA,3,NA,1st
5203,E4618,N,Shore,1999?,1999,NA,NA,1999,NA,NA,NA,NA,1st
5204,E4619,N,Shore,1999?,1999,NA,NA,1999,NA,NA,NA,NA,1st
